#Distance(A)    Macroscopic-Average    Planar-Average
 27.2959             6.74102             7.72971
 27.3966             6.64238             7.72877
 27.4973             6.53710             7.72726
 27.5981             6.42509             7.72550
 27.6988             6.30629             7.72284
 27.7995             6.18068             7.71958
 27.9002             6.04827             7.71485
 28.0009             5.90910             7.70886
 28.1017             5.76332             7.70038
 28.2024             5.61109             7.68945
 28.3031             5.45267             7.67421
 28.4038             5.28834             7.65429
 28.5046             5.11841             7.62677
 28.6053             4.94320             7.59049
 28.7060             4.76305             7.54062
 28.8067             4.57831             7.47449
 28.9074             4.38933             7.38390
 29.0082             4.19648             7.26343
 29.1089             4.00011             7.09869
 29.2096             3.80059             6.87983
 29.3103             3.59822             6.58247
 29.4111             3.39326             6.23365
 29.5118             3.18595             5.72796
 29.6125             2.97649             4.88525
 29.7132             2.76514             3.72850
 29.8140             2.55219             2.41943
 29.9147             2.33800             1.17685
 30.0154             2.12297             0.16103
 30.1161             1.90760            -0.55288
 30.2168             1.69241            -0.99370
 30.3176             1.47800            -1.24676
 30.4183             1.26499            -1.41498
 30.5190             1.05401            -1.54688
 30.6197             0.84569            -1.62424
 30.7205             0.64067            -1.56312
 30.8212             0.43953            -1.28883
 30.9219             0.24280            -0.74654
 31.0226             0.05096             0.02579
 31.1234            -0.13559             0.73878
 31.2241            -0.31654             1.06503
 31.3248            -0.49163             0.79903
 31.4255            -0.66069            -0.10363
 31.5262            -0.82357            -1.41940
 31.6270            -0.98016            -2.87331
 31.7277            -1.13035            -4.35096
 31.8284            -1.27409            -5.72055
 31.9291            -1.41139            -6.86875
 32.0299            -1.54227            -7.71519
 32.1306            -1.66681            -8.20489
 32.2313            -1.78513            -8.31154
 32.3320            -1.89733            -8.02818
 32.4327            -2.00355            -7.37609
 32.5335            -2.10390            -6.39507
 32.6342            -2.19852            -5.16047
 32.7349            -2.28756            -3.76735
 32.8356            -2.37120            -2.35497
 32.9364            -2.44962            -1.02721
 33.0371            -2.52301            -0.00072
 33.1378            -2.59153             0.43658
 33.2385            -2.65528             0.24117
 33.3393            -2.71436            -0.42884
 33.4400            -2.76885            -1.28573
 33.5407            -2.81883            -1.99603
 33.6414            -2.86443            -2.43830
 33.7421            -2.90581            -2.66361
 33.8429            -2.94313            -2.73506
 33.9436            -2.97662            -2.74980
 34.0443            -3.00652            -2.75245
 34.1450            -3.03311            -2.72727
 34.2458            -3.05668            -2.58915
 34.3465            -3.07754            -2.25827
 34.4472            -3.09600            -1.67600
 34.5479            -3.11236            -0.86140
 34.6486            -3.12694            -0.08295
 34.7494            -3.14001             0.32543
 34.8501            -3.15183             0.14985
 34.9508            -3.16262            -0.67264
 35.0515            -3.17254            -1.93774
 35.1523            -3.18171            -3.35890
 35.2530            -3.19020            -4.81172
 35.3537            -3.19804            -6.16852
 35.4544            -3.20532            -7.30968
 35.5552            -3.21207            -8.15457
 35.6559            -3.21837            -8.64399
 35.7566            -3.22426            -8.75178
 35.8573            -3.22977            -8.46786
 35.9580            -3.23494            -7.81360
 36.0588            -3.23977            -6.82560
 36.1595            -3.24429            -5.57865
 36.2602            -3.24852            -4.16403
 36.3609            -3.25249            -2.72113
 36.4617            -3.25625            -1.35494
 36.5624            -3.25986            -0.26586
 36.6631            -3.26336             0.24988
 36.7638            -3.26673             0.12376
 36.8646            -3.26997            -0.49773
 36.9653            -3.27307            -1.33838
 37.0660            -3.27601            -2.05793
 37.1667            -3.27879            -2.51142
 37.2674            -3.28139            -2.74426
 37.3682            -3.28383            -2.81790
 37.4689            -3.28611            -2.82877
 37.5696            -3.28822            -2.82850
 37.6703            -3.29018            -2.80611
 37.7711            -3.29199            -2.68175
 37.8718            -3.29368            -2.37108
 37.9725            -3.29526            -1.81548
 38.0732            -3.29676            -1.01701
 38.1739            -3.29818            -0.22426
 38.2747            -3.29957             0.22381
 38.3754            -3.30095             0.10213
 38.4761            -3.30235            -0.66961
 38.5768            -3.30378            -1.91036
 38.6776            -3.30520            -3.32471
 38.7783            -3.30658            -4.77827
 38.8790            -3.30790            -6.14778
 38.9797            -3.30915            -7.30889
 39.0805            -3.31032            -8.17984
 39.1812            -3.31145            -8.69813
 39.2819            -3.31252            -8.83633
 39.3826            -3.31356            -8.58184
 39.4833            -3.31455            -7.95460
 39.5841            -3.31548            -6.98873
 39.6848            -3.31635            -5.75690
 39.7855            -3.31716            -4.34756
 39.8862            -3.31793            -2.89814
 39.9870            -3.31868            -1.51659
 40.0877            -3.31946            -0.38659
 40.1884            -3.32029             0.18994
 40.2891            -3.32116             0.11949
 40.3899            -3.32205            -0.46461
 40.4906            -3.32293            -1.29740
 40.5913            -3.32378            -2.03513
 40.6920            -3.32459            -2.50864
 40.7927            -3.32534            -2.75659
 40.8935            -3.32602            -2.83886
 40.9942            -3.32663            -2.85061
 41.0949            -3.32717            -2.84998
 41.1956            -3.32763            -2.83109
 41.2964            -3.32803            -2.71957
 41.3971            -3.32836            -2.42750
 41.4978            -3.32865            -1.89603
 41.5985            -3.32891            -1.11316
 41.6992            -3.32915            -0.30586
 41.8000            -3.32940             0.18276
 41.9007            -3.32969             0.11663
 42.0014            -3.33004            -0.60132
 42.1021            -3.33045            -1.81416
 42.2029            -3.33090            -3.22085
 42.3036            -3.33135            -4.67463
 42.4043            -3.33177            -6.05725
 42.5050            -3.33215            -7.23956
 42.6058            -3.33249            -8.13867
 42.7065            -3.33281            -8.68848
 42.8072            -3.33310            -8.86034
 42.9079            -3.33338            -8.63890
 43.0086            -3.33364            -8.04266
 43.1094            -3.33387            -7.10310
 43.2101            -3.33406            -5.89070
 43.3108            -3.33422            -4.49113
 43.4115            -3.33435            -3.03927
 43.5123            -3.33449            -1.64657
 43.6130            -3.33467            -0.48112
 43.7137            -3.33493             0.15315
 43.8144            -3.33525             0.13712
 43.9151            -3.33560            -0.40949
 44.0159            -3.33597            -1.23342
 44.1166            -3.33633            -1.98949
 44.2173            -3.33667            -2.48503
 44.3180            -3.33696            -2.74957
 44.4188            -3.33721            -2.84237
 44.5195            -3.33739            -2.85615
 44.6202            -3.33752            -2.85585
 44.7209            -3.33758            -2.84017
 44.8217            -3.33759            -2.74110
 44.9224            -3.33755            -2.46722
 45.0231            -3.33747            -1.95966
 45.1238            -3.33737            -1.19408
 45.2245            -3.33726            -0.37505
 45.3253            -3.33717             0.15256
 45.4260            -3.33712             0.14108
 45.5267            -3.33714            -0.52170
 45.6274            -3.33723            -1.70405
 45.7282            -3.33737            -3.10206
 45.8289            -3.33752            -4.55530
 45.9296            -3.33765            -5.94997
 46.0303            -3.33774            -7.15307
 46.1311            -3.33780            -8.07982
 46.2318            -3.33784            -8.66125
 46.3325            -3.33787            -8.86671
 46.4332            -3.33789            -8.67883
 46.5339            -3.33790            -8.11388
 46.6347            -3.33788            -7.20154
 46.7354            -3.33784            -6.00927
 46.8361            -3.33776            -4.62091
 46.9368            -3.33766            -3.16753
 47.0376            -3.33757            -1.76521
 47.1383            -3.33753            -0.56729
 47.2390            -3.33757             0.12325
 47.3397            -3.33767             0.16218
 47.4404            -3.33783            -0.34576
 47.5412            -3.33800            -1.15861
 47.6419            -3.33818            -1.93225
 47.7426            -3.33833            -2.45086
 47.8433            -3.33845            -2.73307
 47.9441            -3.33852            -2.83766
 48.0448            -3.33855            -2.85449
 48.1455            -3.33852            -2.85470
 48.2462            -3.33843            -2.84193
 48.3470            -3.33829            -2.75450
 48.4477            -3.33811            -2.49845
 48.5484            -3.33789            -2.01415
 48.6491            -3.33765            -1.26742
 48.7498            -3.33741            -0.43922
 48.8506            -3.33718             0.12559
 48.9513            -3.33700             0.16805
 49.0520            -3.33690            -0.43852
 49.1527            -3.33686            -1.58762
 49.2535            -3.33689            -2.97600
 49.3542            -3.33693            -4.42787
 49.4549            -3.33695            -5.83374
 49.5556            -3.33695            -7.05723
 49.6563            -3.33691            -8.01141
 49.7571            -3.33686            -8.62453
 49.8578            -3.33679            -8.86387
 49.9585            -3.33672            -8.71003
 50.0592            -3.33664            -8.17708
 50.1600            -3.33654            -7.29286
 50.2607            -3.33642            -6.12179
 50.3614            -3.33626            -4.74603
 50.4621            -3.33608            -3.29249
 50.5629            -3.33591            -1.88179
 50.6636            -3.33579            -0.65443
 50.7643            -3.33575             0.09105
 50.8650            -3.33578             0.18553
 50.9657            -3.33586            -0.28202
 51.0665            -3.33596            -1.08120
 51.1672            -3.33607            -1.87074
 51.2679            -3.33616            -2.41299
 51.3686            -3.33622            -2.71330
 51.4694            -3.33624            -2.83057
 51.5701            -3.33620            -2.85099
 51.6708            -3.33612            -2.85183
 51.7715            -3.33598            -2.84137
 51.8723            -3.33579            -2.76476
 51.9730            -3.33555            -2.52595
 52.0737            -3.33528            -2.06441
 52.1744            -3.33499            -1.33774
 52.2751            -3.33469            -0.50318
 52.3759            -3.33441             0.09709
 52.4766            -3.33418             0.19243
 52.5773            -3.33401            -0.35699
 52.6780            -3.33393            -1.47020
 52.7788            -3.33390            -2.84761
 52.8795            -3.33389            -4.29746
 52.9802            -3.33387            -5.71332
 53.0809            -3.33382            -6.95671
 53.1816            -3.33375            -7.93768
 53.2824            -3.33365            -8.58246
 53.3831            -3.33354            -8.85548
 53.4838            -3.33343            -8.73602
 53.5845            -3.33331            -8.23522
 53.6853            -3.33317            -7.37985
 53.7860            -3.33301            -6.23059
 53.8867            -3.33281            -4.86864
 53.9874            -3.33260            -3.41586
 54.0882            -3.33239            -1.99784
 54.1889            -3.33223            -0.74363
 54.2896            -3.33214             0.05527
 54.3903            -3.33213             0.20615
 54.4910            -3.33217            -0.21944
 54.5918            -3.33225            -1.00213
 54.6925            -3.33232            -1.80573
 54.7932            -3.33238            -2.37185
 54.8939            -3.33241            -2.69079
 54.9947            -3.33240            -2.82142
 55.0954            -3.33235            -2.84618
 55.1961            -3.33224            -2.84762
 55.2968            -3.33207            -2.83917
 55.3976            -3.33186            -2.77248
 55.4983            -3.33160            -2.55065
 55.5990            -3.33131            -2.11126
 55.6997            -3.33099            -1.40595
 55.8004            -3.33067            -0.56783
 55.9012            -3.33036             0.06574
 56.0019            -3.33010             0.21292
 56.1026            -3.32991            -0.27885
 56.2033            -3.32979            -1.35345
 56.3041            -3.32974            -2.71858
 56.4048            -3.32971            -4.16561
 56.5055            -3.32967            -5.59036
 56.6062            -3.32961            -6.85299
 56.7069            -3.32951            -7.86024
 56.8077            -3.32939            -8.53639
 56.9084            -3.32927            -8.84300
 57.0091            -3.32914            -8.75800
 57.1098            -3.32900            -8.28967
 57.2106            -3.32885            -7.46359
 57.3113            -3.32867            -6.33686
 57.4120            -3.32846            -4.98963
 57.5127            -3.32823            -3.53879
 57.6135            -3.32800            -2.11417
 57.7142            -3.32782            -0.83574
 57.8149            -3.32771             0.01502
 57.9156            -3.32768             0.22284
 58.0163            -3.32770            -0.15908
 58.1171            -3.32776            -0.92268
 58.2178            -3.32782            -1.73812
 58.3185            -3.32787            -2.32837
 58.4192            -3.32789            -2.66633
 58.5200            -3.32787            -2.81104
 58.6207            -3.32781            -2.84078
 58.7214            -3.32769            -2.84299
 58.8221            -3.32752            -2.83610
 58.9228            -3.32730            -2.77853
 59.0236            -3.32704            -2.57316
 59.1243            -3.32673            -2.15544
 59.2250            -3.32641            -1.47236
 59.3257            -3.32608            -0.63356
 59.4265            -3.32576             0.03127
 59.5272            -3.32549             0.22899
 59.6279            -3.32528            -0.20470
 59.7286            -3.32515            -1.23821
 59.8294            -3.32509            -2.58937
 59.9301            -3.32505            -4.03304
 60.0308            -3.32501            -5.46539
 60.1315            -3.32494            -6.74669
 60.2322            -3.32485            -7.77950
 60.3330            -3.32473            -8.48690
 60.4337            -3.32460            -8.82684
 60.5344            -3.32447            -8.77650
 60.6351            -3.32433            -8.34075
 60.7359            -3.32417            -7.54457
 60.8366            -3.32400            -6.44092
 60.9373            -3.32379            -5.10945
 61.0380            -3.32356            -3.66156
 61.1388            -3.32333            -2.23117
 61.2395            -3.32315            -0.93087
 61.3402            -3.32303            -0.03019
 61.4409            -3.32299             0.23519
 61.5416            -3.32302            -0.10162
 61.6424            -3.32307            -0.84341
 61.7431            -3.32314            -1.66848
 61.8438            -3.32319            -2.28277
 61.9445            -3.32322            -2.64033
 62.0453            -3.32321            -2.79966
 62.1460            -3.32316            -2.83525
 62.2467            -3.32305            -2.83823
 62.3474            -3.32289            -2.83275
 62.4481            -3.32268            -2.78337
 62.5489            -3.32242            -2.59416
 62.6496            -3.32213            -2.19747
 62.7503            -3.32182            -1.53750
 62.8510            -3.32149            -0.70073
 62.9518            -3.32118            -0.00702
 63.0525            -3.32091             0.24004
 63.1532            -3.32070            -0.13554
 63.2539            -3.32057            -1.12540
 63.3547            -3.32051            -2.46093
 63.4554            -3.32048            -3.90053
 63.5561            -3.32045            -5.33939
 63.6568            -3.32040            -6.63864
 63.7575            -3.32031            -7.69649
 63.8583            -3.32021            -8.43477
 63.9590            -3.32009            -8.80794
 64.0597            -3.31996            -8.79226
 64.1604            -3.31983            -8.38937
 64.2612            -3.31969            -7.62340
 64.3619            -3.31953            -6.54357
 64.4626            -3.31934            -5.22859
 64.5633            -3.31912            -3.78492
 64.6640            -3.31890            -2.34928
 64.7648            -3.31872            -1.02947
 64.8655            -3.31861            -0.08080
 64.9662            -3.31857             0.24243
 65.0669            -3.31860            -0.04767
 65.1677            -3.31867            -0.76517
 65.2684            -3.31875            -1.59731
 65.3691            -3.31881            -2.23557
 65.4698            -3.31886            -2.61313
 65.5706            -3.31886            -2.78772
 65.6713            -3.31883            -2.82987
 65.7720            -3.31874            -2.83387
 65.8727            -3.31859            -2.82947
 65.9734            -3.31840            -2.78749
 66.0742            -3.31816            -2.61389
 66.1749            -3.31788            -2.23780
 66.2756            -3.31758            -1.60137
 66.3763            -3.31727            -0.76941
 66.4771            -3.31697            -0.04911
 66.5778            -3.31671             0.24582
 66.6785            -3.31651            -0.07161
 66.7792            -3.31639            -1.01558
 66.8800            -3.31633            -2.33345
 66.9807            -3.31632            -3.76850
 67.0814            -3.31631            -5.21256
 67.1821            -3.31627            -6.52914
 67.2828            -3.31620            -7.61130
 67.3836            -3.31611            -8.38025
 67.4843            -3.31600            -8.78638
 67.5850            -3.31589            -8.80548
 67.6857            -3.31578            -8.43556
 67.7865            -3.31566            -7.70029
 67.8872            -3.31551            -6.64481
 67.9879            -3.31533            -5.34721
 68.0886            -3.31513            -3.90883
 68.1893            -3.31493            -2.46868
 68.2901            -3.31476            -1.13138
 68.3908            -3.31465            -0.13702
 68.4915            -3.31463             0.24439
 68.5922            -3.31467             0.00231
 68.6930            -3.31475            -0.68836
 68.7937            -3.31485            -1.52505
 68.8944            -3.31493            -2.18680
 68.9951            -3.31499            -2.58501
 69.0959            -3.31502            -2.77524
 69.1966            -3.31500            -2.82489
 69.2973            -3.31493            -2.82999
 69.3980            -3.31481            -2.82660
 69.4987            -3.31464            -2.79111
 69.5995            -3.31442            -2.63273
 69.7002            -3.31416            -2.27659
 69.8009            -3.31388            -1.66417
 69.9016            -3.31359            -0.83952
 70.0024            -3.31331            -0.09520
 70.1031            -3.31306             0.24629
 70.2038            -3.31287            -0.01333
 70.3045            -3.31276            -0.90913
 70.4053            -3.31272            -2.20730
 70.5060            -3.31272            -3.63706
 70.6067            -3.31273            -5.08524
 70.7074            -3.31271            -6.41826
 70.8081            -3.31266            -7.52419
 70.9089            -3.31259            -8.32333
 71.0096            -3.31251            -8.76232
 71.1103            -3.31242            -8.81609
 71.2110            -3.31233            -8.47945
 71.3118            -3.31223            -7.77510
 71.4125            -3.31211            -6.74474
 71.5132            -3.31196            -5.46517
 71.6139            -3.31178            -4.03341
 71.7146            -3.31159            -2.58926
 71.8154            -3.31144            -1.23651
 71.9161            -3.31135            -0.19872
 72.0168            -3.31134             0.24079
 72.1175            -3.31140             0.04819
 72.2183            -3.31151            -0.61339
 72.3190            -3.31162            -1.45184
 72.4197            -3.31173            -2.13665
 72.5204            -3.31182            -2.55594
 72.6212            -3.31188            -2.76239
 72.7219            -3.31189            -2.82031
 72.8226            -3.31185            -2.82686
 72.9233            -3.31176            -2.82424
 73.0240            -3.31161            -2.79454
 73.1248            -3.31143            -2.65073
 73.2255            -3.31120            -2.31418
 73.3262            -3.31094            -1.72581
 73.4269            -3.31068            -0.91104
 73.5277            -3.31042            -0.14518
 73.6284            -3.31019             0.24124
 73.7291            -3.31003             0.03911
 73.8298            -3.30994            -0.80663
 73.9305            -3.30992            -2.08274
 74.0313            -3.30995            -3.50672
 74.1320            -3.30999            -4.95778
 74.2327            -3.31000            -6.30652
 74.3334            -3.30999            -7.43552
 74.4342            -3.30995            -8.26458
 74.5349            -3.30989            -8.73618
 74.6356            -3.30984            -8.82466
 74.7363            -3.30978            -8.52141
 74.8371            -3.30971            -7.84838
 74.9378            -3.30962            -6.84368
 75.0385            -3.30950            -5.58289
 75.1392            -3.30936            -4.15888
 75.2399            -3.30920            -2.71145
 75.3407            -3.30908            -1.34491
 75.4414            -3.30902            -0.26630
 75.5421            -3.30904             0.23127
 75.6428            -3.30913             0.08929
 75.7436            -3.30926            -0.54082
 75.8443            -3.30941            -1.37834
 75.9450            -3.30956            -2.08529
 76.0457            -3.30969            -2.52634
 76.1465            -3.30978            -2.74931
 76.2472            -3.30983            -2.81646
 76.3479            -3.30984            -2.82462
 76.4486            -3.30979            -2.82281
 76.5493            -3.30969            -2.79805
 76.6501            -3.30954            -2.66832
 76.7508            -3.30936            -2.35077
 76.8515            -3.30915            -1.78659
 76.9522            -3.30892            -0.98392
 77.0530            -3.30871            -0.19929
 77.1537            -3.30852             0.23059
 77.2544            -3.30838             0.08525
 77.3551            -3.30833            -0.70853
 77.4558            -3.30836            -1.96029
 77.5566            -3.30843            -3.37767
 77.6573            -3.30851            -4.83068
 77.7580            -3.30857            -6.19414
 77.8587            -3.30861            -7.34573
 77.9595            -3.30862            -8.20413
 78.0602            -3.30861            -8.70830
 78.1609            -3.30860            -8.83132
 78.2616            -3.30859            -8.56180
 78.3624            -3.30857            -7.92025
 78.4631            -3.30854            -6.94200
 78.5638            -3.30847            -5.70058
 78.6645            -3.30838            -4.28566
 78.7652            -3.30828            -2.83553
 78.8660            -3.30821            -1.45691
 78.9667            -3.30820            -0.33998
 79.0674            -3.30826             0.21513
 79.1681            -3.30840             0.12509
 79.2689            -3.30859            -0.47158
 79.3696            -3.30880            -1.30528
 79.4703            -3.30900            -2.03354
 79.5710            -3.30919            -2.49680
 79.6717            -3.30935            -2.73683
 79.7725            -3.30946            -2.81401
 79.8732            -3.30953            -2.82428
 79.9739            -3.30955            -2.82309
 80.0746            -3.30951            -2.80269
 80.1754            -3.30943            -2.68629
 80.2761            -3.30931            -2.38742
 80.3768            -3.30917            -1.84714
 80.4775            -3.30901            -1.05883
 80.5783            -3.30886            -0.25805
 80.6790            -3.30873             0.21351
 80.7797            -3.30866             0.12441
 80.8804            -3.30867            -0.61594
 80.9811            -3.30875            -1.84070
 81.0819            -3.30889            -3.25084
 81.1826            -3.30904            -4.70465
 81.2833            -3.30918            -6.08199
 81.3840            -3.30929            -7.25548
 81.4848            -3.30937            -8.14287
 81.5855            -3.30945            -8.67933
